CampaignApplicationId,MetricId,Survey,Campaign,Closing Date,Application,Application Status,Question,Answer
13393,10000802,Cloud Readiness Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Enterprise AD
13393,10000803,Cloud Readiness Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Technical Enablers]  How is this application exposed to external services/applications?,API exposed on other network protocol
13393,10000901,Cloud Readiness Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Business Drivers] Does this application correspond to a specific workload?,MicroServices & Containers
13393,10000805,Cloud Readiness Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Business Drivers] How is data consumed from this application?,Information Management
13393,10000806,Cloud Readiness Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Fully-automated
13393,10000807,Cloud Readiness Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, muti-tenant front with a dedicated database"
13393,10001304,Business Alignment Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Portfolio Management] How many Business processes does the application support?,1 process
13393,10006306,Business Alignment Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short),13.0 - Develop and Manage Business Capabilities
13393,10006307,Business Alignment Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[Portfolio Management] What is the application's life cycle stage?,Production - Early Stage
13393,10003000,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Performance - Elasticity,Med High (Severe spikes regularly)
13393,10003001,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Performance - Scalability,Known Exponential Growth
13393,10003003,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Performance - Latency,High Performance Computing (<1ms)
13393,10003004,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Performance - Throughput,25-50 Mbps
13393,10003104,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Operations - Business Continuity,"High Availability required (99.9% - ""three nines"")"
13393,10003008,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Architecture - Application - Complexity,"Med Low, (UI with database backend)"
13393,10003107,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Security & Compliance - Jurisdiction,No restrictions
13393,10003014,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,1-2 years
13393,10003015,IaaS Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[IaaS] Financial - Operating Cost,"Med High (High SLAs, some staffing)"
13393,10006303,TCO Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[TCO] What is the Total Cost of Ownership for this application?,High
13393,10006304,TCO Assessment,App2App Links_dyno,09/16/2019,dyno,complete,[TCO] What is the evolution of the TCO?,Increasing
13395,1000011,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,7.0
13395,1000009,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,Is this application aligned with the company's future technology direction?,No
13395,1000022,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Medium
13395,1000006,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
13395,1000021,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Low
13395,1000020,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,Low
13395,1000019,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,Could failure of this application lead to disruption? Please define the level of impact.,Low
13395,1000018,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,What is the approximate number of end users for this application?,Less than 100
13395,1000017,Business Impact,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,Does the application serve internal or external users?,Internal users or business processes
13395,1000015,Software Maintenance Estimate,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,What is the average skill level of the development team on this type of application?,1 year
13395,1000012,Software Maintenance Estimate,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,40.0
13395,1000121,Software Maintenance Estimate,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,What is the percentage of change to the base code for this application over the last 12 months?,25.0
13395,1000032,Software Maintenance Estimate,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,What is the CMMI level of the organization?,Level 4
13395,1000016,Software Maintenance Estimate,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,What is the annual staff turnover within the development team for this application?,3%
13395,1000427,Application Properties,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,Is this application a custom application or a Commercial Off The Shelf product?,Customized COTS
13395,1000004,Application Properties,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,What is the application type?,Fixed Income / Commodities / Trading
13395,1000002,Application Properties,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,Application Owner's name,JFR
13395,1000033,Application Properties,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,In what year was this application first put into production?,2012
13395,10000808,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
13395,10000809,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Technical Enablers] What is the database provider for this application?,Standard and supported as a service in the Cloud (PaaS)
13395,10000810,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Advanced skills & experience
13395,10000811,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with continuity of service
13395,10000800,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Agile Development
13395,10000801,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Technical Enablers] What is the current deployment platform for this application?,Web application
13395,10000802,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Anonymous (no authentication)
13395,10000803,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Technical Enablers]  How is this application exposed to external services/applications?,REST API exposed
13395,10000901,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Business Drivers] Does this application correspond to a specific workload?,MicroServices & Containers
13395,10000805,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Business Drivers] How is data consumed from this application?,Machine Learning
13395,10000806,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
13395,10000807,Cloud Readiness Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, multi-tenant front with a dedicated schema (with common database)"
13395,10001304,Business Alignment Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Portfolio Management] How many Business processes does the application support?,1 process
13395,10006306,Business Alignment Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 8.0 - Manage Information Technology (IT)
13395,10006307,Business Alignment Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[Portfolio Management] What is the application's life cycle stage?,Production - Decommissionning
13395,10003000,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Performance - Elasticity,Med High (Severe spikes regularly)
13395,10003001,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Performance - Scalability,Known Exponential Growth
13395,10003003,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Performance - Latency,< 100ms
13395,10003004,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Performance - Throughput,25-50 Mbps
13395,10003104,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Operations - Business Continuity,"Moderate Availability required (99% - ""two nines"") "
13395,10003008,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Architecture - Application - Complexity,"Med Low, (UI with database backend)"
13395,10003107,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Security & Compliance - Jurisdiction,Restricted to a nation
13395,10003014,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,2-3 years
13395,10003015,IaaS Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[IaaS] Financial - Operating Cost,"Med High (High SLAs, some staffing)"
13395,10006303,TCO Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[TCO] What is the Total Cost of Ownership for this application?,Medium
13395,10006304,TCO Assessment,2019-01-24-Custom_Indicators on Cust Facing Apps_genie,01/31/2019,genie,complete,[TCO] What is the evolution of the TCO?,Increasing
13396,1000011,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,4.0
13396,1000009,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,Is this application aligned with the company's future technology direction?,No
13396,1000022,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Very High
13396,1000006,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,The number of major releases delivered over the last 12 months for this application?,Less than 4
13396,1000021,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,High
13396,1000020,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
13396,1000019,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,Could failure of this application lead to disruption? Please define the level of impact.,Medium
13396,1000018,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,What is the approximate number of end users for this application?,501 to 2500
13396,1000017,Business Impact,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,Does the application serve internal or external users?,External users
13396,1000015,Software Maintenance Estimate,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,What is the average skill level of the development team on this type of application?,6 months
13396,1000012,Software Maintenance Estimate,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,50.0
13396,1000121,Software Maintenance Estimate,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,What is the percentage of change to the base code for this application over the last 12 months?,85.0
13396,1000032,Software Maintenance Estimate,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,What is the CMMI level of the organization?,Level 3
13396,1000016,Software Maintenance Estimate,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,What is the annual staff turnover within the development team for this application?,5%
13396,1000427,Application Properties,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,Is this application a custom application or a Commercial Off The Shelf product?,Customized COTS
13396,1000004,Application Properties,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,What is the application type?,Call Center
13396,1000002,Application Properties,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,Application Owner's name,MMU
13396,1000033,Application Properties,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,In what year was this application first put into production?,2010
13396,10000808,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services not exposed
13396,10000809,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Technical Enablers] What is the database provider for this application?,Not compatible in the Cloud
13396,10000810,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,None
13396,10000811,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,No specifically defined SLA
13396,10000800,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Waterfall
13396,10000801,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Technical Enablers] What is the current deployment platform for this application?,Desktop application
13396,10000802,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Enterprise AD
13396,10000803,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Technical Enablers]  How is this application exposed to external services/applications?,API exposed on other network protocol
13396,10000901,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Business Drivers] Does this application correspond to a specific workload?,IoT - Internet of Things
13396,10000805,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Business Drivers] How is data consumed from this application?,Classic Storage
13396,10000806,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,No automation
13396,10000807,Cloud Readiness Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Technical Enablers] Is this application multi-tenant?,No (single-tenant)
13396,10001304,Business Alignment Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Portfolio Management] How many Business processes does the application support?,2 to 4 processes
13396,10006306,Business Alignment Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short),"11.0 - Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
13396,10006307,Business Alignment Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[Portfolio Management] What is the application's life cycle stage?,Production - Maturity
13396,10003000,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Performance - Elasticity,Med High (Severe spikes regularly)
13396,10003001,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Performance - Scalability,Known Exponential Growth
13396,10003003,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Performance - Latency,< 100ms
13396,10003004,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Performance - Throughput,5-25 Mbps
13396,10003104,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Operations - Business Continuity,"High Availability required (99.9% - ""three nines"")"
13396,10003008,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Architecture - Application - Complexity,"Med Low, (UI with database backend)"
13396,10003107,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Security & Compliance - Jurisdiction,Restricted to a nation
13396,10003014,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,1-2 years
13396,10003015,IaaS Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[IaaS] Financial - Operating Cost,"Med High (High SLAs, some staffing)"
13396,10006303,TCO Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[TCO] What is the Total Cost of Ownership for this application?,High
13396,10006304,TCO Assessment,Open Source #5 - July 2017_golo-lang,01/31/2018,golo-lang,complete,[TCO] What is the evolution of the TCO?,Increasing
13397,1000011,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,15.0
13397,1000009,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,Is this application aligned with the company's future technology direction?,Yes
13397,1000022,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Low
13397,1000006,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,The number of major releases delivered over the last 12 months for this application?,Less than 4
13397,1000021,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Low
13397,1000020,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,Low
13397,1000019,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,Could failure of this application lead to disruption? Please define the level of impact.,Medium
13397,1000018,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,What is the approximate number of end users for this application?,Less than 100
13397,1000017,Business Impact,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,Does the application serve internal or external users?,Internal users or business processes
13397,1000015,Software Maintenance Estimate,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,What is the average skill level of the development team on this type of application?,6 years
13397,1000012,Software Maintenance Estimate,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,10.0
13397,1000121,Software Maintenance Estimate,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,What is the percentage of change to the base code for this application over the last 12 months?,20.0
13397,1000032,Software Maintenance Estimate,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,What is the CMMI level of the organization?,Level 4
13397,1000016,Software Maintenance Estimate,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,What is the annual staff turnover within the development team for this application?,10%
13397,1000427,Application Properties,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
13397,1000004,Application Properties,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,What is the application type?,Supply chain management system
13397,1000002,Application Properties,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,Application Owner's name,MMU
13397,1000033,Application Properties,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,In what year was this application first put into production?,2009
13397,10000808,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,External services
13397,10000809,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Technical Enablers] What is the database provider for this application?,Not compatible in the Cloud
13397,10000810,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Basic knowledge
13397,10000811,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
13397,10000800,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Waterfall
13397,10000801,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Technical Enablers] What is the current deployment platform for this application?,Mobile or Tablet application
13397,10000802,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Single Sign On
13397,10000803,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Technical Enablers]  How is this application exposed to external services/applications?,REST API exposed
13397,10000901,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Business Drivers] Does this application correspond to a specific workload?,MicroServices & Containers
13397,10000805,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Business Drivers] How is data consumed from this application?,Information Management
13397,10000806,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,No automation
13397,10000807,Cloud Readiness Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Technical Enablers] Is this application multi-tenant?,No (single-tenant)
13397,10001304,Business Alignment Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Portfolio Management] How many Business processes does the application support?,5 to 9 processes
13397,10006306,Business Alignment Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 2 .0 - Develop and Manage Products and Services
13397,10006307,Business Alignment Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[Portfolio Management] What is the application's life cycle stage?,Production - Maturity
13397,10003000,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Performance - Elasticity,Med Low (Moderate spikes regularly)
13397,10003001,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Performance - Scalability,"Slow, Linear Growth"
13397,10003003,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Performance - Latency, < 500ms
13397,10003004,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Performance - Throughput,1-5 Mbps
13397,10003104,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Operations - Business Continuity,Low Availability required (90%)
13397,10003008,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Architecture - Application - Complexity,"High (N tier simple application, high integration w apps (10+))"
13397,10003107,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Security & Compliance - Jurisdiction,Restricted to a region
13397,10003014,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy, > 5 years
13397,10003015,IaaS Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[IaaS] Financial - Operating Cost,"Low, (Virtually no op costs)"
13397,10006303,TCO Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[TCO] What is the Total Cost of Ownership for this application?,Medium
13397,10006304,TCO Assessment,Open Source #5 - July 2017_groovy,01/31/2018,groovy,complete,[TCO] What is the evolution of the TCO?,Steady
13398,1000011,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,8.0
13398,1000009,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,Is this application aligned with the company's future technology direction?,Yes
13398,1000022,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Very High
13398,1000006,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,The number of major releases delivered over the last 12 months for this application?,More than 12
13398,1000021,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,High
13398,1000020,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,Very High
13398,1000019,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
13398,1000018,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,What is the approximate number of end users for this application?,More than 2500
13398,1000017,Business Impact,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,Does the application serve internal or external users?,Both
13398,1000015,Software Maintenance Estimate,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,What is the average skill level of the development team on this type of application?,6 months
13398,1000012,Software Maintenance Estimate,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,25.0
13398,1000121,Software Maintenance Estimate,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,What is the percentage of change to the base code for this application over the last 12 months?,65.0
13398,1000032,Software Maintenance Estimate,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,What is the CMMI level of the organization?,Level 3
13398,1000016,Software Maintenance Estimate,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,What is the annual staff turnover within the development team for this application?,5%
13398,1000427,Application Properties,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
13398,1000004,Application Properties,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,What is the application type?,ERP
13398,1000002,Application Properties,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,Application Owner's name,JAS
13398,1000033,Application Properties,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,In what year was this application first put into production?,2015
13398,10000808,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,External services
13398,10000809,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Technical Enablers] What is the database provider for this application?,Standard and supported as a service in the Cloud (PaaS)
13398,10000810,Cloud Readiness Assessment,Open Source #5 - July 2017_hollow,01/31/2018,hollow,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Experts
